-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 03/31/2024 
Location: Latitude  38.4926   Longitude -78.5498 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 484.88 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2022,6,3,19.76,10.82,15.29,20.17,9.91,25.01,15.11,6.27,8.51,0.55,353.85,118.56,157.16,16.05,0.4,1.98
2022,6,4,20.17,8.35,14.26,20.75,15.67,27.51,11.84,8.37,8.72,0.73,324.34,154.81,159.78,20.09,0.48,2.41
2022,6,5,19.33,7.73,13.53,20.08,14.27,26.5,12.23,8.44,8.48,0.73,329.47,158.49,157.93,20.41,0.48,2.45
2022,6,6,19.85,10.4,15.12,20.45,14.98,27.12,12.15,7.76,8.31,0.67,350.29,146.68,155.84,19.08,0.45,2.23
2022,6,7,18.78,14.37,16.58,18.95,10.06,23.17,13.11,2.39,7.84,0.21,378.58,49.45,148.2,7.11,0.16,0.8
2022,6,8,23.21,17.05,20.13,23.75,14.76,30.69,15.94,5.43,8.04,0.47,396.44,105.32,152.12,14.2,0.35,1.77
2022,6,9,21.09,14.38,17.74,21.69,12.15,26.78,14.63,6.98,8.38,0.6,370.45,131.09,155.2,17.34,0.43,2.15
2022,6,10,19.08,10.83,14.95,19.63,12.63,24.5,11.87,6.82,8.39,0.59,350.04,127.49,154.63,16.87,0.4,2.01
2022,6,11,18.63,13.66,16.15,18.63,8.2,22.81,14.61,4.0,7.52,0.34,389.9,76.96,137.98,10.48,0.25,1.25
2022,6,12,22.79,16.12,19.45,23.19,14.0,29.81,15.81,4.84,7.86,0.42,401.54,93.59,148.45,12.72,0.3,1.48
2022,6,13,26.31,18.94,22.62,26.75,14.36,33.16,18.8,6.84,7.82,0.59,410.07,131.23,148.51,17.18,0.42,2.12
2022,6,14,26.25,18.58,22.41,26.72,10.52,32.34,21.82,2.83,7.63,0.24,413.34,57.61,145.77,8.03,0.19,0.94
2022,6,15,26.24,21.07,23.65,26.31,9.83,31.26,21.43,6.3,7.75,0.55,411.99,122.88,148.89,16.25,0.45,2.27
2022,6,16,26.98,19.62,23.3,27.25,12.38,33.71,21.33,6.42,7.74,0.55,408.45,124.2,147.71,16.31,0.41,2.11
2022,6,17,26.48,18.04,22.26,26.8,13.78,33.41,19.63,6.61,8.22,0.57,395.78,127.66,156.76,16.98,0.44,2.23
2022,6,18,19.52,8.02,13.77,20.15,11.26,24.64,13.39,8.08,8.84,0.7,324.59,150.73,163.48,19.8,0.49,2.48
2022,6,19,17.45,2.38,9.91,18.14,15.53,24.82,9.29,8.7,8.99,0.75,303.31,158.58,162.35,20.66,0.47,2.34
2022,6,20,19.33,5.87,12.6,20.15,12.48,25.0,12.51,5.98,8.36,0.52,364.41,113.94,155.79,15.5,0.38,1.88
2022,6,21,23.3,11.23,17.26,23.91,18.59,33.64,15.05,6.53,8.29,0.56,384.74,125.76,157.07,16.77,0.42,2.11
2022,6,22,25.35,17.15,21.25,25.48,15.02,32.66,17.65,4.67,7.82,0.41,408.95,91.87,148.76,12.42,0.31,1.59
2022,6,23,23.51,17.88,20.7,24.19,10.98,29.08,18.11,5.51,8.1,0.48,400.07,107.27,153.5,14.57,0.38,1.9
2022,6,24,23.86,12.63,18.25,24.48,15.59,31.48,15.9,7.82,8.5,0.67,374.5,148.16,159.49,19.43,0.46,2.31
2022,6,25,24.62,15.94,20.29,25.3,14.94,31.64,16.71,7.67,8.23,0.66,387.8,146.68,156.02,19.05,0.45,2.27
2022,6,26,23.96,18.69,21.33,24.54,12.65,31.22,18.57,4.94,7.99,0.43,401.68,95.59,151.91,12.77,0.33,1.63
2022,6,27,22.99,15.56,19.28,23.55,12.45,28.66,16.21,4.49,8.07,0.39,383.82,89.16,154.45,12.09,0.3,1.48
2022,6,28,20.69,9.73,15.21,21.48,14.59,27.08,12.48,8.26,8.81,0.72,330.69,152.67,161.09,19.95,0.5,2.55
2022,6,29,23.58,11.71,17.65,23.57,14.77,31.12,16.35,7.92,8.44,0.69,360.3,149.46,157.48,19.32,0.49,2.48
2022,6,30,24.55,10.19,17.37,25.19,17.42,32.82,15.4,8.44,8.47,0.73,366.98,159.77,158.91,20.59,0.49,2.47
2022,7,1,26.28,17.27,21.78,26.83,14.84,33.48,18.63,5.59,8.11,0.48,402.11,108.3,154.0,14.46,0.37,1.82
2022,7,2,25.62,17.89,21.76,26.13,10.26,30.47,20.21,5.16,7.8,0.45,403.43,101.02,148.05,13.59,0.35,1.77
2022,7,3,24.04,13.56,18.8,24.12,10.73,30.21,19.48,6.17,8.23,0.54,391.48,120.43,157.14,16.22,0.42,2.12
2022,7,4,24.5,12.64,18.57,25.59,15.57,31.81,16.24,8.0,8.4,0.7,372.16,152.6,158.62,19.86,0.51,2.59
2022,7,5,24.65,18.65,21.65,25.01,10.78,30.23,19.45,3.9,7.82,0.34,407.12,78.63,151.35,11.1,0.28,1.42
2022,7,6,27.07,19.38,23.23,27.65,14.25,34.57,20.31,4.25,7.74,0.37,419.91,84.7,148.79,11.89,0.32,1.62
2022,7,7,26.54,19.76,23.15,27.69,10.98,32.19,21.2,4.4,7.65,0.38,423.54,87.16,146.8,12.15,0.34,1.7
2022,7,8,26.36,18.61,22.48,26.94,11.26,32.16,20.9,4.96,7.57,0.44,420.98,96.21,143.46,12.95,0.34,1.73
2022,7,9,21.48,19.15,20.31,21.87,7.65,26.43,18.78,1.53,7.37,0.13,407.47,33.35,141.08,5.05,0.13,0.67
2022,7,10,21.44,15.3,18.37,22.15,11.22,27.64,16.42,5.0,7.97,0.44,376.57,97.73,151.84,13.41,0.36,1.79
2022,7,11,22.78,12.48,17.62,23.84,16.03,30.57,14.54,8.01,8.06,0.7,358.95,150.59,150.62,19.27,0.49,2.49
2022,7,12,25.97,16.88,21.43,26.79,18.46,35.11,16.64,6.96,7.98,0.61,400.36,133.95,151.86,17.6,0.46,2.34
2022,7,13,25.8,16.55,21.18,26.61,13.34,32.95,19.61,7.15,8.08,0.63,389.29,134.92,150.74,17.73,0.46,2.34
2022,7,14,24.68,14.94,19.81,25.4,13.73,31.05,17.31,6.1,7.99,0.54,389.05,116.79,151.11,15.58,0.39,1.95
2022,7,15,24.44,13.89,19.16,25.44,13.25,30.54,17.29,7.64,8.02,0.68,383.84,144.39,150.34,18.54,0.43,2.16
2022,7,16,24.79,16.52,20.65,25.69,10.42,29.94,19.52,4.53,7.67,0.4,408.84,88.8,145.28,12.3,0.3,1.49
2022,7,17,25.03,19.02,22.03,25.27,10.48,30.72,20.23,4.19,7.48,0.38,408.57,82.85,141.63,11.23,0.27,1.32
2022,7,18,25.25,19.48,22.37,25.69,11.16,31.86,20.7,5.89,7.61,0.52,413.54,114.7,146.11,15.38,0.4,2.02
2022,7,19,25.4,19.08,22.24,26.26,11.63,31.38,19.76,4.9,7.78,0.44,412.82,95.95,149.95,13.2,0.34,1.7
2022,7,20,27.02,16.52,21.77,27.94,15.3,34.4,19.12,7.69,7.98,0.69,390.04,146.97,151.49,18.98,0.48,2.41
2022,7,21,27.35,18.16,22.76,28.02,12.23,34.35,22.12,5.91,7.79,0.53,412.6,113.51,147.67,15.18,0.38,1.9
2022,7,22,27.41,16.12,21.76,28.36,15.51,35.25,19.74,7.7,7.93,0.7,384.74,145.59,149.09,18.8,0.48,2.43
2022,7,23,28.04,15.56,21.8,29.03,15.74,36.26,20.51,7.69,7.95,0.7,394.88,147.05,150.83,19.02,0.49,2.5
2022,7,24,28.34,15.39,21.87,29.25,17.91,36.84,18.93,6.88,7.68,0.62,403.71,130.83,144.85,17.08,0.43,2.18
2022,7,25,26.57,20.33,23.45,26.99,9.18,31.9,22.71,3.78,7.3,0.34,422.02,75.11,140.23,10.27,0.26,1.27
2022,7,26,23.51,20.59,22.05,23.9,5.44,26.58,21.14,2.51,7.03,0.23,415.86,51.79,135.16,7.48,0.2,0.96
2022,7,27,24.45,20.94,22.7,24.8,9.87,30.28,20.41,4.3,7.24,0.39,409.89,85.34,140.14,11.7,0.3,1.53
2022,7,28,24.69,20.38,22.54,24.87,8.64,30.07,21.43,4.37,7.48,0.4,414.57,86.13,144.2,11.88,0.3,1.51
2022,7,29,24.27,19.89,22.08,24.77,10.05,29.56,19.51,3.28,7.26,0.3,417.13,66.16,138.94,9.45,0.25,1.25
2022,7,30,24.01,14.58,19.3,24.93,13.35,30.89,17.55,7.02,8.04,0.65,374.55,131.77,150.2,17.44,0.45,2.23
2022,7,31,21.73,17.42,19.58,21.85,6.73,25.65,18.92,1.64,7.1,0.15,404.96,34.96,136.91,5.19,0.12,0.59
2022,8,1,24.93,18.35,21.64,25.55,13.43,32.37,18.93,5.75,7.35,0.53,400.55,112.69,141.68,15.02,0.38,1.93
2022,8,2,25.54,18.03,21.79,26.15,11.68,32.6,20.92,6.27,7.6,0.59,397.48,120.41,144.88,15.99,0.4,1.98
2022,8,3,26.63,16.4,21.51,27.76,15.18,34.62,19.44,7.52,7.67,0.7,388.91,144.08,146.27,18.52,0.45,2.3
2022,8,4,27.19,18.8,22.99,27.83,13.77,34.61,20.84,5.92,7.43,0.55,410.96,114.88,142.58,15.15,0.38,1.88
2022,8,5,25.33,19.8,22.57,25.83,10.12,30.98,20.85,4.64,7.18,0.44,412.42,91.06,138.59,12.23,0.31,1.6
2022,8,6,24.31,20.73,22.52,24.57,8.2,28.99,20.79,5.36,7.16,0.51,407.21,105.75,138.96,14.35,0.38,1.91
2022,8,7,24.62,19.51,22.07,25.0,9.43,29.86,20.43,6.68,7.3,0.63,398.89,130.1,141.41,16.96,0.43,2.2
2022,8,8,27.07,19.01,23.04,27.97,13.96,34.12,20.15,6.44,7.32,0.61,405.34,125.23,141.21,16.41,0.41,2.05
2022,8,9,28.23,19.42,23.83,29.01,14.8,35.98,21.18,6.56,7.37,0.62,404.59,126.94,141.52,16.6,0.41,2.06
2022,8,10,25.8,20.91,23.36,26.23,10.85,31.99,21.15,4.59,7.06,0.44,409.55,89.5,135.88,11.92,0.3,1.49
2022,8,11,23.52,16.15,19.84,24.18,10.38,29.98,19.61,6.34,7.4,0.61,396.9,122.28,141.69,16.2,0.41,2.04
2022,8,12,21.25,11.38,16.32,22.01,12.12,27.76,15.65,7.41,7.68,0.71,355.51,139.88,144.44,18.11,0.44,2.2
2022,8,13,20.52,7.89,14.2,21.19,15.53,28.06,12.53,7.45,7.73,0.72,338.11,138.91,143.84,18.03,0.4,1.99
2022,8,14,20.65,13.18,16.92,21.21,11.28,26.64,15.36,3.25,6.99,0.32,392.87,63.7,131.8,8.88,0.21,1.06
2022,8,15,18.44,15.89,17.16,19.0,6.18,21.93,15.75,1.56,6.92,0.16,389.89,33.12,131.46,5.0,0.12,0.62
2022,8,16,19.77,12.68,16.23,20.25,11.09,25.94,14.86,4.11,7.05,0.41,376.91,78.8,131.79,10.89,0.26,1.31
2022,8,17,21.21,10.77,15.99,21.34,13.2,26.99,13.79,5.75,7.17,0.57,368.89,108.43,134.27,14.33,0.34,1.69
2022,8,18,22.39,11.75,17.07,22.68,14.84,29.05,14.21,6.63,7.19,0.66,361.59,125.51,135.84,16.23,0.38,1.88
2022,8,19,22.69,14.67,18.68,22.66,11.8,28.65,16.85,4.61,7.06,0.46,382.19,88.45,134.07,12.09,0.27,1.39
2022,8,20,24.19,15.25,19.72,24.71,13.05,31.19,18.15,6.05,7.07,0.6,387.49,115.8,134.91,15.19,0.37,1.83
2022,8,21,21.5,19.59,20.55,21.74,6.7,25.8,19.1,2.31,6.61,0.23,400.0,47.34,127.46,6.73,0.16,0.8
2022,8,22,23.24,17.58,20.41,23.89,12.01,30.09,18.09,5.14,6.81,0.52,387.15,99.16,129.74,13.15,0.32,1.62
2022,8,23,22.84,14.65,18.75,23.65,13.76,30.24,16.48,6.46,7.01,0.66,369.41,123.0,132.77,15.91,0.38,1.88
2022,8,24,23.58,14.48,19.03,23.92,13.41,29.75,16.33,6.41,6.85,0.66,372.04,120.98,128.88,15.4,0.38,1.9
2022,8,25,23.45,16.73,20.09,23.24,10.91,29.61,18.69,5.2,6.6,0.53,389.17,99.73,125.09,13.13,0.31,1.57
2022,8,26,23.94,17.06,20.5,24.62,13.8,31.25,17.45,5.92,6.65,0.61,374.7,110.58,123.98,14.11,0.33,1.65
2022,8,27,24.38,16.42,20.4,25.22,14.16,31.8,17.63,6.22,6.65,0.65,376.65,117.61,125.29,15.05,0.34,1.73
2022,8,28,25.33,17.21,21.27,25.9,13.39,32.31,18.92,6.42,6.74,0.67,382.83,122.67,128.41,15.65,0.35,1.77
2022,8,29,25.26,17.56,21.41,25.95,13.79,32.36,18.57,6.44,6.68,0.68,382.71,122.77,127.2,15.64,0.36,1.79
2022,8,30,24.19,18.54,21.36,24.61,12.52,31.43,18.91,4.75,6.49,0.5,386.03,93.2,125.62,12.48,0.3,1.48
2022,8,31,21.19,12.08,16.64,21.81,13.7,29.02,15.32,6.84,6.98,0.73,339.62,127.94,130.2,16.36,0.38,1.93
2022,9,1,22.17,11.63,16.9,22.94,17.2,30.9,13.71,6.93,6.94,0.74,345.06,130.7,130.44,16.65,0.38,1.91
2022,9,2,23.12,13.91,18.51,23.73,13.95,30.37,16.42,6.15,6.71,0.66,373.23,117.6,128.03,15.31,0.36,1.82
2022,9,3,23.79,16.05,19.92,24.58,13.06,30.71,17.65,5.03,6.45,0.55,390.34,96.41,122.86,12.77,0.31,1.59
2022,9,4,24.58,16.63,20.6,25.35,12.77,31.08,18.31,5.08,6.48,0.55,391.05,98.18,124.66,13.02,0.32,1.62
2022,9,5,22.21,19.54,20.87,22.41,6.36,26.23,19.87,2.62,6.37,0.29,404.98,53.94,125.26,7.89,0.2,1.03
2022,9,6,23.26,18.9,21.08,23.76,10.02,29.51,19.49,4.78,6.3,0.52,400.88,93.94,122.99,12.67,0.32,1.62
2022,9,7,21.37,18.48,19.93,21.64,7.9,26.15,18.26,3.78,6.31,0.42,390.13,75.12,122.28,10.44,0.27,1.34
2022,9,8,20.87,16.45,18.66,21.29,9.65,26.48,16.84,3.56,6.29,0.4,376.34,69.99,121.07,9.53,0.22,1.09
2022,9,9,20.58,12.99,16.78,20.87,12.52,27.7,15.18,5.99,6.46,0.67,347.93,112.29,120.79,14.31,0.33,1.65
2022,9,10,18.42,15.14,16.78,18.49,8.59,22.72,14.12,3.32,6.15,0.38,368.05,65.01,117.23,9.07,0.21,1.06
2022,9,11,22.33,19.26,20.8,22.58,8.77,27.76,18.99,3.28,6.06,0.38,394.87,65.6,118.01,9.28,0.23,1.21
2022,9,12,22.59,18.53,20.56,22.98,10.75,28.79,18.05,3.9,6.0,0.45,395.82,76.19,116.0,10.26,0.24,1.25
2022,9,13,18.62,11.94,15.28,19.11,12.58,25.59,13.01,5.9,6.29,0.68,339.27,108.44,115.56,13.77,0.32,1.61
2022,9,14,17.61,10.41,14.01,18.13,15.04,25.55,10.51,6.02,6.16,0.7,321.88,110.77,113.52,13.87,0.3,1.51
2022,9,15,19.66,12.61,16.13,19.9,14.37,27.45,13.08,5.61,5.87,0.66,341.36,103.71,108.77,12.88,0.28,1.41
2022,9,16,20.19,12.23,16.21,19.48,14.35,27.3,12.94,5.59,5.59,0.66,339.93,101.55,102.02,12.34,0.27,1.37
2022,9,17,20.45,12.08,16.27,19.9,12.34,27.68,15.33,5.51,5.65,0.66,352.02,101.13,103.88,12.43,0.27,1.4
2022,9,18,20.73,13.51,17.12,21.15,15.95,29.04,13.08,5.52,5.76,0.66,354.26,102.79,107.39,12.78,0.29,1.48
2022,9,19,21.57,14.72,18.15,21.98,14.67,29.45,14.78,4.02,5.72,0.48,370.18,76.95,108.7,10.12,0.23,1.2
2022,9,20,21.65,13.93,17.79,22.0,13.03,29.33,16.3,5.86,5.98,0.71,346.93,109.23,111.59,13.7,0.3,1.55
2022,9,21,22.46,11.62,17.04,22.61,17.8,32.23,14.43,5.61,5.75,0.69,365.2,106.76,109.57,13.43,0.3,1.47
2022,9,22,18.93,11.69,15.31,19.11,12.84,23.53,10.69,3.17,5.63,0.39,370.28,60.98,106.91,8.22,0.19,0.95
2022,9,23,12.87,2.26,7.57,13.37,12.37,20.07,7.7,6.18,6.14,0.77,283.06,110.75,110.05,13.77,0.28,1.4
2022,9,24,15.48,5.51,10.49,15.87,15.83,23.52,7.69,4.24,5.83,0.53,340.04,79.09,108.54,10.39,0.22,1.1
2022,9,25,17.76,11.77,14.76,17.84,13.42,25.1,11.69,3.36,5.54,0.42,359.49,64.03,104.91,8.7,0.2,0.99
2022,9,26,16.47,7.63,12.05,16.78,12.62,23.33,10.7,4.78,5.65,0.61,329.69,88.12,104.24,11.18,0.22,1.1
2022,9,27,13.55,3.7,8.62,14.11,12.57,20.44,7.87,4.03,5.69,0.52,319.45,71.91,102.27,9.33,0.18,0.9
2022,9,28,11.87,5.18,8.52,12.54,14.55,19.75,5.2,4.97,5.68,0.65,295.34,89.97,103.03,11.35,0.22,1.07
2022,9,29,12.79,6.33,9.56,13.26,11.23,19.27,8.05,4.91,5.68,0.64,313.53,89.41,103.34,11.48,0.23,1.16
2022,9,30,10.64,7.25,8.94,10.74,6.42,14.08,7.66,1.23,5.47,0.16,328.25,24.94,102.66,3.78,0.09,0.43
2022,10,1,12.18,11.24,11.71,12.26,5.22,14.81,9.59,1.0,5.15,0.13,362.23,20.38,98.72,3.0,0.07,0.38
2022,10,2,11.47,10.22,10.84,11.48,4.16,13.0,8.84,0.91,5.02,0.12,354.84,19.23,95.06,2.99,0.07,0.39
2022,10,3,9.51,4.16,6.83,9.89,10.94,16.21,5.27,4.09,5.34,0.55,316.02,75.25,97.98,9.9,0.22,1.1
2022,10,4,9.7,3.88,6.79,10.02,8.72,14.65,5.93,2.62,5.31,0.36,328.11,50.57,99.2,7.16,0.14,0.73
2022,10,5,12.36,5.78,9.07,12.5,10.73,18.16,7.44,4.3,5.19,0.59,315.9,80.94,98.12,10.37,0.2,1.0
2022,10,6,14.84,6.5,10.67,14.98,15.77,23.66,7.9,4.95,5.22,0.69,304.81,91.3,96.81,11.43,0.23,1.14
2022,10,7,15.6,7.53,11.56,15.75,15.44,24.3,8.86,4.66,5.06,0.66,318.87,85.18,92.84,10.6,0.2,-999.0
2022,10,8,8.88,1.77,5.33,9.36,11.85,15.12,3.27,3.98,5.3,0.56,284.27,71.2,95.22,9.13,0.17,0.85
2022,10,9,8.23,-0.34,3.94,8.19,17.23,17.52,0.28,5.37,5.31,0.77,255.44,95.16,94.6,11.59,0.2,1.01
2022,10,10,10.44,1.02,5.73,9.62,16.59,18.76,2.18,5.04,5.12,0.73,268.3,91.03,93.23,11.18,0.2,-999.0
2022,10,11,12.65,3.94,8.29,11.72,14.02,20.9,6.88,5.08,5.06,0.74,286.55,92.11,92.16,11.23,0.2,0.97
2022,10,12,14.07,8.83,11.45,13.98,14.88,21.23,6.34,3.53,4.66,0.52,328.39,65.49,86.21,8.51,0.16,0.79
2022,10,13,15.65,13.03,14.34,15.62,12.7,21.26,8.56,2.43,4.38,0.36,363.73,46.33,81.45,6.39,0.12,0.6
2022,10,14,10.98,2.59,6.79,10.9,14.95,19.23,4.29,4.84,4.96,0.73,285.86,86.36,88.98,10.59,0.18,0.9
2022,10,15,13.09,4.7,8.9,12.81,18.14,23.59,5.45,4.79,4.78,0.73,291.2,87.29,87.88,10.59,0.17,0.87
2022,10,16,13.44,6.08,9.76,13.48,15.28,21.98,6.7,3.69,4.66,0.56,329.68,68.07,85.88,8.77,0.16,0.8
2022,10,17,11.55,5.12,8.33,11.64,13.14,18.18,5.04,2.71,4.41,0.42,319.99,50.21,80.38,6.76,0.12,0.64
2022,10,18,4.48,-3.79,0.35,4.84,11.06,10.76,-0.3,3.6,4.75,0.56,271.35,63.89,84.15,8.2,0.13,0.68
2022,10,19,4.17,-1.75,1.21,4.27,11.25,10.19,-1.06,2.68,4.61,0.42,291.52,48.98,82.51,6.56,0.11,0.53
2022,10,20,5.13,-4.21,0.46,4.93,17.23,14.39,-2.85,4.81,4.8,0.77,245.91,83.68,84.12,10.09,0.16,0.8
2022,10,21,8.49,-2.67,2.91,7.66,16.66,17.83,1.18,4.69,4.63,0.75,254.71,83.55,83.3,10.04,0.17,0.87
2022,10,22,10.94,0.57,5.75,9.68,17.98,20.61,2.62,4.63,4.58,0.75,263.83,82.33,81.97,9.85,0.19,0.91
2022,10,23,11.69,4.06,7.88,10.0,13.14,18.41,5.28,3.19,4.43,0.52,302.45,57.68,79.61,7.55,0.15,0.77
2022,10,24,13.98,9.69,11.83,13.81,15.41,22.95,7.54,4.23,4.31,0.7,307.11,77.45,79.64,9.34,0.18,0.88
2022,10,25,13.49,7.07,10.28,12.94,14.07,21.94,7.87,3.93,4.36,0.66,309.84,70.67,78.9,8.68,0.16,0.84
2022,10,26,11.26,8.68,9.97,11.05,11.38,17.65,6.27,2.26,4.02,0.38,340.17,42.84,75.52,5.75,0.12,0.62
2022,10,27,9.24,0.74,4.99,9.19,12.34,16.45,4.12,4.4,4.41,0.75,275.58,78.41,79.0,9.41,0.19,-999.0
2022,10,28,7.63,2.55,5.08,7.82,11.61,14.02,2.42,2.58,4.09,0.45,306.1,47.25,73.08,6.37,0.13,0.67
2022,10,29,8.87,3.53,6.2,8.71,12.24,16.23,3.99,3.92,4.17,0.68,286.41,70.72,75.6,8.54,0.16,0.78
2022,10,30,8.63,2.92,5.77,7.57,13.4,16.65,3.26,3.31,4.05,0.59,290.34,60.27,73.82,7.6,0.13,0.68
2022,10,31,12.0,10.89,11.44,11.97,11.35,17.8,6.44,1.16,3.72,0.2,349.48,23.09,71.02,3.34,0.07,0.34
2022,11,1,13.55,10.56,12.05,13.48,11.7,20.53,8.83,3.04,3.86,0.55,329.77,56.64,71.92,7.07,0.13,0.66
2022,11,2,12.32,9.09,10.7,11.39,8.15,16.32,8.18,2.2,3.82,0.4,322.36,41.63,70.56,5.63,0.1,0.51
2022,11,3,12.69,6.12,9.4,11.62,10.97,19.57,8.6,3.78,3.75,0.7,303.08,69.41,69.58,8.18,0.13,0.66
2022,11,4,13.61,9.39,11.5,12.94,13.66,21.43,7.77,3.36,3.8,0.62,321.84,61.77,70.42,7.58,0.14,0.7
2022,11,5,17.58,15.39,16.49,17.41,9.09,22.58,13.48,1.93,3.6,0.36,367.45,36.47,68.54,4.94,0.11,0.55
2022,11,6,18.48,17.05,17.76,18.4,7.49,23.69,16.19,1.45,3.48,0.27,377.84,28.95,67.55,4.08,0.09,0.44
2022,11,7,16.48,8.62,12.55,16.3,14.62,24.01,9.39,3.72,3.69,0.71,324.09,68.97,69.04,8.12,0.14,0.7
2022,11,8,7.73,-1.68,3.02,7.72,11.22,14.46,3.23,3.8,3.84,0.73,259.12,67.65,68.91,7.98,0.15,0.73
2022,11,9,5.94,-1.5,2.22,5.77,14.6,14.33,-0.27,3.72,3.76,0.73,255.35,66.04,67.46,7.73,0.14,-999.0
2022,11,10,10.53,7.56,9.05,9.59,15.09,18.48,3.39,2.75,3.65,0.54,317.72,50.2,67.12,6.44,0.12,0.59
2022,11,11,16.2,15.93,16.06,16.01,8.21,19.58,11.37,0.66,3.16,0.13,371.62,13.37,60.97,1.96,0.04,0.18
2022,11,12,13.26,9.26,11.26,13.15,14.34,18.88,4.55,2.81,3.34,0.56,333.03,52.12,62.55,6.46,0.12,0.63
2022,11,13,2.36,-3.34,-0.49,2.52,9.09,6.6,-2.49,2.28,3.62,0.46,290.06,40.09,63.65,5.2,0.09,0.46
2022,11,14,0.5,-4.13,-1.81,0.55,11.98,7.36,-4.62,3.61,3.65,0.73,235.55,62.49,64.04,7.28,0.11,0.52
2022,11,15,-0.2,-1.46,-0.84,-0.36,4.94,2.2,-2.74,0.67,3.22,0.14,287.3,13.11,58.87,1.95,0.03,0.16
2022,11,16,-0.25,-1.77,-1.02,-1.14,7.38,3.94,-3.43,2.31,3.39,0.48,287.94,40.56,59.47,5.22,0.09,0.41
2022,11,17,-2.27,-5.91,-4.09,-2.76,8.73,2.71,-6.02,2.92,3.48,0.61,247.38,50.64,60.87,6.1,0.09,0.45
2022,11,18,-2.06,-5.65,-3.85,-2.77,11.14,4.65,-6.49,3.1,3.4,0.66,235.51,54.36,60.05,6.45,0.09,0.44
2022,11,19,-1.52,-7.05,-4.28,-1.92,8.51,3.89,-4.62,3.41,3.45,0.73,223.65,58.77,60.19,6.82,0.08,0.41
2022,11,20,-3.52,-10.81,-7.17,-3.76,7.66,1.01,-6.66,3.61,3.55,0.77,202.38,61.11,60.89,6.98,0.08,-999.0
2022,11,21,-1.21,-6.24,-3.73,-1.56,12.51,6.78,-5.73,3.49,3.43,0.76,219.12,60.12,59.88,6.85,0.09,0.43
2022,11,22,1.88,-3.74,-0.93,0.73,12.88,10.38,-2.5,3.46,3.41,0.76,226.57,59.05,58.85,6.73,0.09,0.43
2022,11,23,5.0,-3.34,0.83,1.65,14.45,12.51,-1.95,3.36,3.3,0.74,234.38,57.59,57.43,6.55,0.09,0.43
2022,11,24,5.87,-1.62,2.12,3.26,10.45,12.74,2.3,3.15,3.23,0.7,255.71,54.77,56.83,6.35,0.09,0.44
2022,11,25,6.28,2.66,4.47,5.94,11.73,13.12,1.4,2.19,2.97,0.49,290.59,39.69,54.4,4.88,0.06,0.31
2022,11,26,4.79,-0.17,2.31,4.26,16.09,14.16,-1.92,3.25,3.24,0.73,257.97,56.88,57.39,6.55,0.08,0.4
2022,11,27,7.84,6.24,7.04,7.44,9.24,13.53,4.3,0.88,2.74,0.2,325.61,16.92,51.85,2.29,0.03,0.15
2022,11,28,5.65,2.26,3.95,5.09,10.05,10.44,0.39,2.09,2.95,0.48,317.38,38.25,53.98,4.9,0.07,0.36
2022,11,29,3.77,2.05,2.91,2.91,9.27,9.37,0.11,2.33,2.96,0.54,293.44,41.4,52.9,5.18,0.06,0.31
